No.,text,label
71,师生交流活跃，学生学习认真，回答问题积极，课堂气氛活跃。,1
72,教师上课逻辑清晰，风趣幽默。,1
73,教师指导，示范认真，学生反应积极，课堂效果良好,1
74,以儿歌形式引入课题，充分调动学生的兴趣以及积极性，对二会字以开火车和摘苹果形式进行巩固练习，并对四会字中的重点字进行指导练习，对竖勾竖提进行区别，帮助学生更好理解生字，时间把控较好。,1
75,这是一堂综合实践活动课，利用活动课的开展对前面六个单元的知识内容进行复习，教师在课堂上开展了丰富多彩的教学活动，将前面所有的内容融合进课堂活动当中，学生们的积极性很高，高度完成了本堂课的教学目标。,1
76,1.注重孩子的读书习惯，渗透读书方法。 2.注重多种形式的朗读。,1
77,1.上次课做了层次做微调. 2.课的内容来说，第一二环节新知故旧拓新，激发学生的兴趣；改进第一环节，新知提出衔接性； 第二个，基于概念的辨析； 第三环节：问题大探究，新知进一步深化学习；,1
78,条理清晰,1
79,课堂控制很好，教师素质好,1
80,老师的教学经验很丰富，讲的深入浅出,1
81,老师的教学思路比较清晰，新旧知识的衔接非常自然,1
82,同时也注重学生运用知识的能力培养，课堂教学活动的形式非常丰富，并且符合学生的认知特点。,1
83,注重了语音语调和情境教学,1
84,情景创设，趣味性强,1
85,教师投入，代入性好,1
86,教师反馈积极且及时,1
87,内容丰富多样，基础、拓展和应用都有照顾到，且都比较深入,1
88,情感价值观导向清晰,1
89,时光穿梭机吸引了孩子们、调动了孩子们的积极性,1
90,重难点突出,1
91,能够合理运用导学单，能围绕教学目标进行教学,1
92,教师教态好,1
93,拓展材料选择主题相关,1
94,激烈策略设计易于激发学生兴趣,1
95,目标明确，环节紧凑，衔接自然，情感目标得到落实。,1
96,教师能够基于任务，让学生有兴趣的参与到重点段落的赏析中。,1
97,学生依据概念图进行对本课文包含的食物链进行梳理，看出学生具备一定归纳课文主旨的能力，这与教师日常的训练和平板带来的情境创设非常有关。,1
98,在课堂拓展阅读和打写训练的环节上，学生基本能完成阅读和写话。,1
99,目标清晰，为完成识字任务，设置了多个学生活动。,1
100,情境设置合理有效 教学环节衔接有序 有效的应用了思维导图,1
101,作为一名刚加入课题的新教师，李教师基本上能把握211的课堂教学模式，从课文讲解到拓展阅读阅读和写话设计，环节衔接紧凑有序。,1
102,对文章中的生字词讲解透彻，引导学生从生字到组词再过渡到最后的写话，较高的完成了教学目标。,1
103,设计环节紧密，符合学生认知特点,1
104,准备充分，能调动学生积极性，以学生为主体，结构合理，教学效果好。,1
105,课前准备充分；驾驭课堂能力强；以学生为主体；时间安排合理。,1
106,教师启发教育很好，过渡自然。,1
107,教师基本功扎实，作为新老师，有意识的落实模式中的每一个环节,1
108,能给学生思考的时间，给大部分学生发言交流的机会。,1
109,结构清晰，环节紧凑，教师语言亲和,1
110,说话练习贴近生活，易于理解,1
111,老师说话亲切，学生容易接受,1
112,谜语导入设置很好，把学生的注意力吸引到课堂,1
113, 写作环节分为两个部分，不单一，一个是说，一个是写,1
114,结构清晰，环节紧凑,1
115,教学扎实有效，教师教态好，以学生为主体，知识讲授全面。,1
116,结构清晰，环节紧凑,1
117,谜语导入，调动了学生的积极性,1
118,学习了品字形结构的字，能够做到结合学生生活经验记忆,1
119,课堂环节紧凑，教师亲切自然，符合一年级的学生特点,1
120,教师用猜迷导入引入新课，激发了学生的学习兴趣,1
121,说话练习贴近生活，易于理解,1
122,环节紧凑，简洁明快，扎实有效,1
123,教师的语言及教态很好，课堂纪律与气氛也较好，用身体及动作来识字，形象生动，值得学习。,1
124,谜语导入，调动了学生的积极性,1
125,谜语导入，直观形象。在识记生字时候用了加一加的方法，游戏识字有一次巩固了学习的生字,1
126,识字环节，方法多种多样，并且能够在过程中举一反三,1
127,教学思路清晰，目标设置明确。,1
128,教师通过设置不同的情境促进学生之间的两两对话，以培养学生的英语交流能力。,1
129,同时曾老师也为学生提供了足够的拓展听读时间，整堂课很好的体现了跨越式小学英语课堂111模式。,1
130,教师善于创设情境，带领学生理解课文。,1
131,老师声音很响亮，学生不容易跑神,1
132,教学方法和教学过程比较符合一年级学生身心发展的规律以及思维的特点,1
133,教学是一个循序渐进的过程，老师多次运用看和读来加深学生对于字词的记忆,1
134,情景导入符合一年级小朋友的特点,1
135,课堂充分调用学生的积极性，运用带读，贴画等方式让学生积极的参与到课堂当中,1
136,识字课寓一定的思想情感于教学中，显得很自然，老师的总结也很到位,1
137,谜语的方式有利于激发起学生学习的兴趣，让学生也通过这种方式来认字有利于拓展学生的思维,1
138,电脑打字造句确实很锻炼学生的语言文字运用能力，方式比较好,1
139,思路清晰 层次分明 ,1
140,苏老师整堂课的设计非常清晰连贯，在不同的教学环节分别采用了具有针对性的教学工具APP，在激发学生学习兴趣的同时，很好的完成了本课时的教学目标。,1
141,三课时目标分配合理,1
142,教学目标达成较好,1
143,精略结合较好,1
144,教学环节设计合理,1
145,能很好的贯彻单元导读课的教学模式，教学目标清晰，高度达成了单元导读课导趣，导读，导行的教学目标。,1
146,画书时除了勾句子，还需要考虑个别阅读感受，画句圈词做批注,1
147,整堂课教学思路很清晰，教学目标非常明确，各教学环节衔接有序，符合跨越式小学语文课堂的教学理念和模式。,1
148,教师在整个教学过程中，很好的注意到了教学的层次性，为不同能力层级的学生设置了不同的学习任务。,1
149,教师对信息技术运用纯熟,1
150,大部分时间都是学生参与其中。 各种媒体之间的衔接有逻辑性。 课堂很新颖。 趣味性很强。,1
151,图片和视频相结合,1
152,整个课堂气氛比较活跃,1
153,老师的发音很地道,1
154,能让学生有多发言的机会,1
155,小组合作机会较多,1
156,多媒体技术运用和衔接流畅,1
157,互动性强，实现了课程与技术的整合。,1
158,学生的批判性思维和创新性思维被锻炼的非常好。,1
159,教师个人素质非常好，视频，音频，课堂的配音，活动衔接非常棒。,1
160,教师和学生的口语都非常好。,1
161,课堂内容丰富，学生参与度高，实现了教师主导学生主体的教学模式。,1
162,并且对于学生的课堂表现进行了及时的评价和反馈。,1
163,活动连贯，学生做中学，有体验有展示，可直接反馈，令学习形式和教学形式都丰富多样,1
164,多媒体互动多，趣味性高，学生的自主性高，课堂参与度高,1
165,充分应用技术辅助课堂教学,1
166,课堂整体性强,1
167,学生配合度高，课堂表现好,1
168,资料多 学生参与度高,1
169,老师注重学生书写，结构安排合理！,1
170,教师又通过媒体手段创设情境，起到了情感的升华，为后期的写话练习做了很好的铺垫。,1
171,教师能通过多种形式的朗读，让孩子充分与文字进行碰撞，与作者产生共鸣，受到情感熏陶。,1
172,设计两次对比分析句式的活动，注重培养学生的语言运用能力,1
173,引导学生品悟寓言故事的道理，注重培养学生情感态度价值观,1
174,设计的写话题目能够较好地培养学生的想象能力，设计的写话支架利于降低学生的写话难度。,1
175,教师能够严格按照低段语文211教学的模式进行教学，时间把控得非常好,1
176,教师语文优美，仪态优雅，善于鼓励学生学习，教学过程流畅,1
177,教师对于教学重难点的把握，是有自己的思考在里面的。,1
178,注重学生学习方法的培养，善于引导学生从文章中的关键字词句出发去领悟作者的思想感情,1
179,课堂上学生小组合作学习的有效组织非常到位。,1
180,通过不同方法关注重点 学习词汇,1
181,引导学生了解列文虎克是怎样从玩中发明了显微镜和发现了微生物的，并交流从中受到的启发。,1
182,本课在识字教学环节做的很好，层层递进，通过多种方式让孩子学习生字。,1
183,本课是一节融合绘本、概念图和自然拼读的教学，老师能够根据绘本的内容和学生的身心特点有效地实现教学目标。,1
184,如利用巧妙地利用概念图进行导入和总结，让学生对所要掌握的词汇一目了然，减少了学生学习的负担，这对低年级的学生来说是很重要的。,1
185,绘本的内容选择符合学生的认知水平同时又能有效地进行德育和自然拼读的教学，在环游图片环节能充分发挥学生的积极性，学习氛围浓厚，自然拼读处理得当。因此这是一节值得学习的课。,1
186,教师教学基本功扎实，课堂活动丰富多样，能引起学生的学习兴趣，课堂气氛很活跃。,1
187,对知识的讲解非常透彻，很好的完成了本课时的教学目标。,1
188,给予学生较多时间带着问题朗读课文，并注重师生互动。,1
189,齐读时教师去学生中去观察监督 直观花卉恰当,1
190,教师的教学用语很好，可以保持良好的课堂纪律,1
191,课堂时间把握合理,1
192,善于启发学生思考，在学生回答不出来的时候换个思路引导学生。,1
193,能够运用表格的形式，梳理文章内容，帮助学生理清文章脉络,1
194,有意识的传授学生学习方法，引导学生举一反三,1
195,本课的教学环节与流程很顺畅，教学重难点也都突破了，课堂上学生的积极性也很高。,1
196,整堂课的设计思路非常清晰，符合跨越式211教学模式的特点，时间分配合理,1
197,能通过有效的方式引导学生理解课文的主题，较好的完成了本课时的教学目标。,1
198,能从儿童诗歌教材特点出发，设计多种形式的朗读；能培养学生练说的习惯,1
199,教学思路清晰，注重培养学生的小组合作能力,1
200,余老师的课准确把握重难点　由课内阅读延伸到课外阅读，了解更多民族风俗。 　　　,1
201,教学思路清晰，善于调动学生学习的积极性，基本掌握了211模式教学的流程。,1
202,教师运用多种方法渗透重点，通过朗读指导帮助学生理解文本。,1
203,教学目标基本达成，时间合理。,1
204,教学环节清晰，逐层递进。,1
205,拓展阅读材料选择合适，贴合目标，注重对于学生的引导，发挥学生主体性,1
206,倪老师设计的课贴近学生生活，课的导入环节的情境设计富有吸引力，环节紧凑，学生参与度高，教学目标有效达成,1
207,教学思路清晰，课堂活跃，能有效运用多种教学手段调动学生的学习积极性。,1
208,利用朗读形式明确文言文现代文的不同。,1
209,字词解决运用有效,1
210,教师能按照跨越式课程模式进行第一课时的授课，对于本课的教学目标完成的较好。,1
211,环节清晰，语态优美,1
212,模式掌握较好，各环节过渡自然,1
213,本节课目标落实的较好,1
214,把习作知识与课文内容结合得很好，设计有创意。,1
215,本节课详略得当，充分发挥学生学习的自主性,1
216,本节课教学目标清晰，学习活动设计的具有层次性,1
217,注重引导学生习得修改作文的方法，迁移运用,1
218,注重设计修改作文的支架，降低学生学习的难度。,1
219,教学设计思路清晰，小组合作内容安排恰当，突破了难点，提高了课堂效率。,1
220,师生交流活跃、气氛热烈，小组合作修改日记很成功。,1
221,小组合作较成功。,1
222,教学思路清晰，重点明确,1
223,1.环节完整 2.导入有序。,1
224,学生的积极性被充分发挥，开展小组合作探究，特别是对于修改符号的认识学习到位,1
225,充分发挥学生的积极主动性，开展小组合作探究模式，补充学习修改符号,1
226,本节课教学效果较好，注重学生思路引导,1
227,教学模式的创新,1
228,1.突出教师主导，学生主体，充分体现了小组合作学习 ,1
229,2.表格支架设计的很有层次性，符合学生的认知,1
230,1.教师语言优美，教态大方自然 ,1
231,2.课堂时间分配合理,1
232, 3.教师善于设计有效问题引导学生思考,1
233,气氛活跃，学生学习热情高涨，教师善于引导学生，激发学生的学习兴趣。,1
234,老师能基本把握跨越式小学语文课堂教学的特点，教学思路清晰，在第一课时中针对生字的讲解非常透彻。,1
235,基本体现了跨越式小学语文课堂教学的特点，教学思路清晰，各环节活动的设置也能紧密的围绕本课时的教学目标展开。,1
236,学习活动设计的层次性好,1
237,教学思路非常清晰，注重培养学生的自主学习能力，通过小组的合作实现对知识的深度理解，进而让学生掌握写作的方法和技巧进行作文写作。,1
238,肖老师整堂课的教学很好地展现了跨越式课堂教学的特点。老师的教学经验非常丰富，善于调动学生的情绪，在多种朗读方式中体会作者的思想感情，把握文中的人物形象。,1
239,老师能充分利用多媒体工具辅助教学，同时引入微课帮助学生理解知识点。,1
240,1.在文章中很自然的过渡到生字的讲解 ,1
241,2.写话环节设置的好，学生课堂生成的效果很不错,1
242,教学思路清晰，教学环节衔接有序，重难点知识在课堂上得到了有效的解决。,1
243,教师教学基本功非常扎实，教学思路清晰流畅，基本能围绕跨越式小学语文教学的理念和模式进行教学设计，生字词的讲解很全面。,1
244,气氛热烈,1
245,气氛好,1
246,教学思路清晰,1
247,1谜语导入，激发孩子们的兴趣,1
248,2课堂组织有序,1
249,3教师引导非常好，孩子们说出许多意想不到的答案,1
250,教学思路清晰，体现了211教学模式的特点，时间分配合理，较好的完成了本课时的教学目标。,1
251,本课重难点都已突破，学生学习的兴趣也很高，指导学生学习方法，通过重点学习第一段让学生完成第二三四段。,1
252,阅读篇目顺序的调整，大大增强了学生阅读的兴趣,1
253,用了大量的图片，来解释生字和词语形象直观，教学步骤明确，生字的间架结构讲解明确详略得当对重点字板书加强学生的记忆并让学生做动作挺好写作给出图片挺好。,1
254,给出的词语也比较丰富。给了孩子们无线的空间,1
255,1.课程设计的利用moodle平台较好。,1
256, 2.资源很丰富。,1
257,课堂氛围活泼，学生积极性强，课堂内容充实，时间安排合理,1
258,优点是板书充实,1
259,思路清晰简单明快,1
260,对于单元复习题的讲解，老师很好的利用了学生自主学习和小组合作学习相结合的方式帮助学生进行整个单元知识的梳理。,1
261,对于易错的题目老师采用组内互改的方式来加深学生对知识点的记忆和理解。,1
262,1.教学方法符合上课学生的认知水平和思考方式。 ,1
263,2.有逻辑和条理的课堂结构 ,1
264,3.与学生的互动和对学生的思考学习能力开发起到了很好的引导作用,1
265,教学目标明确，教学环节紧凑。,1
266,教师善于引导学生交流。思维导图思路清晰。,1
267,教师教学基本功很扎实，111模式的小学英语课堂教学理念得到了很好的体现，突出了课堂上学生的主体作用，能采用丰富多彩的课堂活动激发学生的学习兴趣，较高的完成了本课时的教学目标！,1
268,内容紧扣知识要点，所选内容突出了重点、难点，加深了学生的体会，便于学生理解。教师授课中讲解能注意引导、启发。,1
269,环节清晰，衔接自然，板书简明扼要。,1
270,本节课符合211模式，时间把握较好，文本学习与拓展阅读、练习写话相结合，环节衔接自然,1
271,能够严格按照211的教学模式进行教学，每个环节时间分配合理。,1
272,课堂结构安排合理，时间把握较好，结合图片讲解形象直观，激发学生学习兴趣。,1
273,训练学生的阅读写作能力，学生基本功扎实，师生配合默契。,1
274,注重孩子阅读能力的培养,1
275,模式清晰，环节时间把握较好，语言自然亲切。,1
276,本篇课文是本册教材的第一组课文中的第一篇，学生处于低年级和中年级两个年段语文学习的接口处，要通过本组课文的学习，来帮助学生尽快适应中年级的语文学习，逐步完成由低年级向中年级的学习过渡,1
277,教学重难点突出，讲解仔细。,1
278,环节清晰紧凑，概念图很好突出重点，突破了难点。,1
279,教师内容设计符合本单元主题,1
280,本课在回顾本单元的基础上引导学生感受父母的，为了强化这个感受，教师还通过播放视频，阅读文章的方法拓展学生的思路。,1
281,思路清晰，流程紧凑,1
282,教师思路清晰，注重学生写作思路指导，结构紧凑,1
283,教学设计条理清晰,1
284,教学环节紧凑，教师指导细致入微。,1
285,1.教师对课文回顾全面细致。,1
286,2.对于写作方法总结非常到位。,1
287,3.教师以人间真情为核心，让学生根据自己的主题创作自己思维的概念图，老师讲解细致，概念图起到很好的拓宽思维的作用。,1
288,讲解透彻。,1
289,概念图设计清楚完整，教师准备充分，环节清晰。,1
290,知识讲解层层递进，很好的运用了信息技术来辅助教学,1
291,环节设计合理，对学生引导能力强。,1
292,整节课教师思路清晰，很经典的上课方式；探究式教学；对学生的启发很大，综合能力提高很多,1
293,2.教学设计体现了学生为主体的宗旨，调动了学生学习的积极性。,1
294,3.教学气氛活跃，师生互动较多。,1
295,4.运用精加略的教学模式，学习方法得到了迁移。,1
296,教学模式创新，师生互动密切,1
297,1.充分运用多媒体资源，使学生能够更加生动、形象地体会文章内容，感悟作者抒发的情感。,1
298,这是一堂非常成功的单元导读课，教师的教学思路清晰，所有的教学活动设计都是为了让学生总体把握本单元的主题，调动学生的学习兴趣，高效完成了本堂课的教学目标。,1
299,教师分析较细,1
300,能紧扣教学目标。,1
301,图片展示更加直观，学生学起来更加有兴趣,1
302,结合图片对课文中的事物进行讲解，有助于加深学生对课文中所写农作物的描写的理解。对于课文中的农作物也结合学生的生活实际进行扩展，并且发挥学生的想象力让学生去想象成其他事物。,1
303,本课的优点体现在学生能够充分的进行反思和总结。同时，Moodle平台里的资源准备非常充分，包括试卷讲解、知识点讲解的微视频、学生作文示例。据上一次的听课情况来看，本节课相较于之前一个是基于试卷讲解的教学模式趋于成熟，另一个是能够将之前提出的不足加以完善。,1
304,这节课可以看出教师驾驭课堂能力强。体现了教师的主导性和学生的主体性。,1
305,课堂层次清楚，结构完整，较好的完成教学目标。,1
306,设计思路清晰，知识讲解透彻，善于引导学生进行积极的思考，注重学生之间的小组合作与交流。,1
307,过程流畅严谨，课堂氛围活跃，互动充分，启发到位,1
308,课堂氛围活跃，充分发挥学生主体性，让学生在轻松愉快的环境中学会新知。,1
309,“211”模式清晰,1
310,环节完整，设置合理，生写话效果好,1
311,各环节清晰紧凑，学生参与度高,1
312,1、能够按211模式合理设计分配时间，有效指导学生听说读写。,1
313,2、每环节的过渡处理相当自然。,1
314,3、在学习过程中老师不断给予学生方法的指导。,1
315,设计合理，目标明确，课堂气氛活跃，面对每个学生，效率高！,1
316,思路清晰，重难点突出，从贴近学生生活的情境出发，在解决实际问题的过程中掌握本堂课的知识点。,1
317,1.教师基本功扎实，教学设计清晰，环节链接较为紧密。 ,1
318,2.情景创设合理，具有整体性。,1
319,3.拓展材料选择的贴合教学主题及目标。,1
320,条理较清楚，使学生掌握分段计费的计算方法。 基本达到了教学目标,1
321,课堂组织很好,1
322,运用一些软件，让学生可以比较准确的测量，可以更好的进行探究，老师提问得多，让学生有足够的自主性,1
323,老师PPT的导入采用了喜羊羊的例子，贴近学生的日常,1
324,较好地调动了学生的兴趣和学习积极性,1
325,很好地结合了新的多媒体教学技术,1
326,对知识的讲授较好地做到了直观、生动,1
327, 注重与学生的互动，安排了不少让学生自己分组讨论、探究的环节,1
328,1.知识点的引入生动有趣 ,1
329,2.与所学知识进行合理有效地类比,1
330, 3.与学生进行良好的互动,1
331, 4.课程设计有条理，逐步引导学生得出知识点，而不是一味的进行传授 ,1
332,5.将白板，网络论坛，几何画板等教学设备运用于教学过程中很合理,1
333,运用了多种教学资源，和同学互动多,1
334,探究学习，及时反馈巩固,1
335,1.和学生有互动，注重学生思维的调动,1
336, 2.例题选材切合学生认识 ,1
337,3.教学工具的灵活应用，将抽象问题具体化 4.鼓励式教育,1
338,在引入的时候抓住了同学们的兴趣点 很好地和前面所学知识点做了融合 本节课程交互性强 体现了同学们的探究精神 体现了分层教育原则,1
339,1.导入有趣，并且案例和后面习题相对应 ,1
340,2.讲课根据知识点层层递进，题目也根据知识点难度递进，利于学生对知识点的理解，掌握，应用 ,1
341,3.充分发挥学生主体作用，引导学生探究，对同学的回答有问必有答，并且可以进行相应的扩充,1
342, 4.善于激励学生挑战问题 ,1
343,5.善于利用多媒体工具辅助教学，增大课堂容量,1
344,思路比较清晰； 导入情境性较强，贴近学生,1
345,与学生互动较多，调动学生积极性,1
346, 对各个环节时间把握准确，如讨论环节,1
347,课堂联系及时讲解，加深学生理解与掌握,1
348,课堂中有回到导入中提到的问题，有始有终。,1
349,1.运用看图识字的识字方法，印象的帮助学生记忆生字词,1
350,2.教学环节清晰,1
351,3.基本满足211模式的要求,1
352,1.有借助激励评价激发学生参与的意识。,1
353,2.时间整体分配合理。 ,1
354,3.教学基本功扎实。 ,1
355,4.教学环节清晰。 5.结束语为第二课时做铺垫。,1
356,1.拓展阅读环节，选择的拓展阅读材料符合课时目标； ,1
357,2.写话设计，写话时间分配合理，写话指导详细具体； ,1
358,3.评价反馈，教师为学生提供了及时的反馈，评价语言具有鼓励性。,1
359,为了落实本课的知识目标，徐老师准备了一些判断，读空以及配图等形式的活动，同时让学生之间进行多次生生对话。,1
360,教师善于创设朗读意境，指导学生抓住关键词朗读，让学生从字里行间感受卖火柴小女孩命运的悲惨，体会作者的思想感情，激发学生对资本主义社会里贫苦儿童悲惨生活的同情。,1
361,结构清晰，符合211模式,1
362,基本体现了跨越式小学语文课堂教学的特点，教学思路清晰，教学环节的设计和时间的分配也很合理。,1
363,教学过程流畅严谨，充分发挥学生主体性。,1
364,深挖教材，能抓出重点段落，随文识字,1
365,过程清晰，字词解决必要有效，,1
366,能够按照跨越式精加略的思路进行教学设计，过程完整。,1
367,突出了重难点，基本完成教学目标,1
368,情境教学生动形象，启发学生思维,1
369,教师语言温柔，亲切 学生高度配合 课堂气氛很好,1
370,环节清晰，引导到位,1
371,1. 当一位学生回答完问题后，不同于以往教师直接评判对错，张磊老师总是先问一句“同学们同意吗？”，我觉得这很好。,1
372, 2. 与学生关系融洽，像朋友一样。 3.智慧学伴，家校合作。,1
373,环节清晰，注重师生示范和生生示范，较好地实现了教学目标,1
374,老师口语较好，也尽可能的将跨越式的思想融入到本节课中欧,1
375,教师的课堂设计贴合教研主题，符合英语111模式。,1
376,课堂准备充分，活泼有趣，能吸引学生的注意力，达成教学知识。,1
377,另外，绘本故事选用很恰当，与教材有效整合。,1
378,赵老师能巧妙地把绘本融入教学中，设计流畅，学生积极性也高,1
379,这节课是一堂真正的语文课。衡量一节课的标准就是看其是否让学生的语文知识获得增长，语文能力是否得到提升，语文素养是否得到积淀。无疑，这节课在这三个方面都做得很成功。,1
380, 教学思路清晰，重难点突出，在落实211基本模式的情况下，有自己的思考和创新。,1
381,目标基本达成；活动设置丰富多样；概念图和绘本运用到位,1
382,教学目标明确，教学内容环环相扣，生字词教学扎实有效。,1
383,（1）注重孩子字词等语文基础知识的掌握，扎扎实实地进行生字、词语的教读。 ,1
384,（2）结合所掌握的词语进行写话练习，达到巩固的目的。,1
385,从读音到书写，老师细致讲解，学生自主学习，多种形式的检查巩固，让学生在轻松愉快的气氛中识记生字。,1
386,基本功扎实，分层设计拓展写话内容,1
387,目标明确，重难点突出，时间把控较好,1
388,环节紧凑，过渡自然，学生主体性体现突出,1
389,教师语言亲切，亲和力强。过渡自然。,1
390,环节清楚，重点突出。阅读有指导，写作内容设计合理，和课文紧密相连。,1
391,教师亲和力强，教态自然，教学环节设计合理，流畅自然。写话环节学生发言精彩。总结用孩子图片拉进距离。,1
392,环节紧凑，重点突出，教师情绪饱满,1
393,思路清晰，气氛活跃，表演读形式新颖,1
394,环节紧凑，有松有驰,1
395,跨越式教学模式熟练运用，学生积极加入课堂学习，课堂参与度高,1
396,学生自由朗读和分组教学有助于学生创新思维的培养，通过拓展听读和写话练习，巩固和深化了学习目标,1
397,教师语言处理的干脆，能够抓住目标，更多是提问学生,1
398,注重引发学生自我思考,1
399,充分体现学生主体地位，设置有效的学生互动，以小组形式展开学习,1
400,情感引导丰富到位,1
401,1.这节课基本体现了211的教学理念，注重培养学生的语言运用能力,1
402,2.创设了与学生生活紧密结合的教学情境，引导学生深入理解课文内容，如赵州桥与教室的对比,1
403,3.拓展阅读环节材料的选择符合课时目标，处理得当，时间分配合理。,1
404,运用多媒体帮助学生更好理解,1
405,教师利用问题引发学生对课文的思考从而整体把握课文。 学生和教师讨论交流的交互性值得借鉴。 教师给学生留有课堂思考时间。,1
406,1.问题设置合理，层层递进 ,1
407,2.充分利用多媒体创设情景良好,1
408,直指中心思想，从雄伟，坚固，美观三个方面解释了赵州桥为何世界闻名。,1
409, 学生分组讨论，课堂活跃，图文并貌，增强学生学习兴趣和获得感。,1
410,1.整堂课节奏连贯，教师分板到位。,1
411,2.教学目标明确。课堂效果较好。 ,1
412,3.学生参与效高。 ,1
413,4.符合211课型。,1
414,本节课教学效果较好，注重学生思路引导,1
